1706603282.480517 server started (18736): version next-3.4, socket /tmp/tmux-1000/default, protocol 8
1706603282.480570 on Linux 6.6.3-411.asahi.fc39.aarch64+16k #1 SMP PREEMPT_DYNAMIC Tue Dec 19 10:21:20 UTC 2023
1706603282.480575 using libevent 2.1.12-stable poll
1706603282.480576 using ncurses 6.4 20230520
1706603282.512710 applying terminal feature: clipboard
1706603282.512712 adding capability: Ms=\\E]52;%p1%s;%p2%s\\a
1706603282.512714 applying terminal feature: cstyle
1706603282.512716 adding capability: Ss=\\E[%p1%d q
1706603282.512718 adding capability: Se=\\E[2 q
1706603282.512720 applying terminal feature: focus
1706603282.512721 adding capability: Enfcs=\\E[?1004h
1706603282.512723 adding capability: Dsfcs=\\E[?1004l
1706603282.512725 applying terminal feature: title
1706603282.512727 adding capability: tsl=\\E]0;
1706603282.512729 adding capability: fsl=\\a
1706603282.512731 SIXEL flag is 0
1706603282.512732 RGBCOLOURS flag is 1
1706603282.512733 DECSLRM flag is 0
1706603282.512734 DECFRA flag is 0
1706603282.512735 NOAM flag is 0
1706603282.512738 xterm-kitty   0: acsc: (string) ++,,--..00``aaffgghhiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1706603282.512739 xterm-kitty   1: am: (flag) true
1706603282.512741 xterm-kitty   2: AX: [missing]
1706603282.512742 xterm-kitty   3: bce: (flag) false
1706603282.512744 xterm-kitty   4: bel: (string) \\a
1706603282.512745 xterm-kitty   5: Bidi: [missing]
1706603282.512747 xterm-kitty   6: blink: [missing]
1706603282.512748 xterm-kitty   7: bold: (string) \\033[1m
1706603282.512750 xterm-kitty   8: civis: (string) \\033[?25l
1706603282.512751 xterm-kitty   9: clear: (string) \\033[H\\033[2J
1706603282.512753 xterm-kitty  10: Clmg: [missing]
1706603282.512754 xterm-kitty  11: Cmg: [missing]
1706603282.512756 xterm-kitty  12: cnorm: (string) \\033[?12h\\033[?25h
1706603282.512757 xterm-kitty  13: colors: (number) 256
1706603282.512759 xterm-kitty  14: Cr: (string) \\033]112\\a
1706603282.512760 xterm-kitty  15: Cs: (string) \\033]12;%p1%s\\a
1706603282.512762 xterm-kitty  16: csr: (string) \\033[%i%p1%d;%p2%dr
1706603282.512763 xterm-kitty  17: cub: (string) \\033[%p1%dD
1706603282.512765 xterm-kitty  18: cub1: (string) \\b
1706603282.512766 xterm-kitty  19: cud: (string) \\033[%p1%dB
1706603282.512768 xterm-kitty  20: cud1: (string) \\n
1706603282.512769 xterm-kitty  21: cuf: (string) \\033[%p1%dC
1706603282.512771 xterm-kitty  22: cuf1: (string) \\033[C
1706603282.512772 xterm-kitty  23: cup: (string) \\033[%i%p1%d;%p2%dH
1706603282.512774 xterm-kitty  24: cuu: (string) \\033[%p1%dA
1706603282.512775 xterm-kitty  25: cuu1: (string) \\033[A
1706603282.512776 xterm-kitty  26: cvvis: (string) \\033[?12;25h
1706603282.512778 xterm-kitty  27: dch: (string) \\033[%p1%dP
1706603282.512779 xterm-kitty  28: dch1: (string) \\033[P
1706603282.512781 xterm-kitty  29: dim: (string) \\033[2m
1706603282.512782 xterm-kitty  30: dl: (string) \\033[%p1%dM
1706603282.512784 xterm-kitty  31: dl1: (string) \\033[M
1706603282.512785 xterm-kitty  32: Dsbp: (string) \\033[?2004l
1706603282.512786 xterm-kitty  33: Dseks: [missing]
1706603282.512788 xterm-kitty  34: Dsfcs: (string) \\033[?1004l
1706603282.512789 xterm-kitty  35: Dsmg: [missing]
1706603282.512791 xterm-kitty  36: E3: [missing]
1706603282.512792 xterm-kitty  37: ech: (string) \\033[%p1%dX
1706603282.512794 xterm-kitty  38: ed: (string) \\033[J
1706603282.512795 xterm-kitty  39: el: (string) \\033[K
1706603282.512797 xterm-kitty  40: el1: (string) \\033[1K
1706603282.512798 xterm-kitty  41: enacs: [missing]
1706603282.512799 xterm-kitty  42: Enbp: (string) \\033[?2004h
1706603282.512801 xterm-kitty  43: Eneks: [missing]
1706603282.512802 xterm-kitty  44: Enfcs: (string) \\033[?1004h
1706603282.512804 xterm-kitty  45: Enmg: [missing]
1706603282.512805 xterm-kitty  46: fsl: (string) \\a
1706603282.512806 xterm-kitty  47: Hls: [missing]
1706603282.512808 xterm-kitty  48: home: (string) \\033[H
1706603282.512809 xterm-kitty  49: hpa: (string) \\033[%i%p1%dG
1706603282.512811 xterm-kitty  50: ich: (string) \\033[%p1%d@
1706603282.512812 xterm-kitty  51: ich1: [missing]
1706603282.512813 xterm-kitty  52: il: (string) \\033[%p1%dL
1706603282.512815 xterm-kitty  53: il1: (string) \\033[L
1706603282.512816 xterm-kitty  54: indn: (string) \\033[%p1%dS
1706603282.512818 xterm-kitty  55: invis: [missing]
1706603282.512819 xterm-kitty  56: kcbt: (string) \\033[Z
1706603282.512820 xterm-kitty  57: kcub1: (string) \\033OD
1706603282.512822 xterm-kitty  58: kcud1: (string) \\033OB
1706603282.512823 xterm-kitty  59: kcuf1: (string) \\033OC
1706603282.512825 xterm-kitty  60: kcuu1: (string) \\033OA
1706603282.512827 xterm-kitty  61: kDC: (string) \\033[3;2~
1706603282.512828 xterm-kitty  62: kDC3: (string) \\033[3;3~
1706603282.512830 xterm-kitty  63: kDC4: (string) \\033[3;4~
1706603282.512831 xterm-kitty  64: kDC5: (string) \\033[3;5~
1706603282.512832 xterm-kitty  65: kDC6: (string) \\033[3;6~
1706603282.512834 xterm-kitty  66: kDC7: (string) \\033[3;7~
1706603282.512835 xterm-kitty  67: kdch1: (string) \\033[3~
1706603282.512837 xterm-kitty  68: kDN: (string) \\033[1;2B
1706603282.512838 xterm-kitty  69: kDN3: (string) \\033[1;3B
1706603282.512839 xterm-kitty  70: kDN4: (string) \\033[1;4B
1706603282.512841 xterm-kitty  71: kDN5: (string) \\033[1;5B
1706603282.512842 xterm-kitty  72: kDN6: (string) \\033[1;6B
1706603282.512844 xterm-kitty  73: kDN7: (string) \\033[1;7B
1706603282.512845 xterm-kitty  74: kend: (string) \\033OF
1706603282.512846 xterm-kitty  75: kEND: (string) \\033[1;2F
1706603282.512848 xterm-kitty  76: kEND3: (string) \\033[1;3F
1706603282.512849 xterm-kitty  77: kEND4: (string) \\033[1;4F
1706603282.512851 xterm-kitty  78: kEND5: (string) \\033[1;5F
1706603282.512852 xterm-kitty  79: kEND6: (string) \\033[1;6F
1706603282.512853 xterm-kitty  80: kEND7: (string) \\033[1;7F
1706603282.512855 xterm-kitty  81: kf1: (string) \\033OP
1706603282.512856 xterm-kitty  82: kf10: (string) \\033[21~
1706603282.512857 xterm-kitty  83: kf11: (string) \\033[23~
1706603282.512859 xterm-kitty  84: kf12: (string) \\033[24~
1706603282.512861 xterm-kitty  85: kf13: (string) \\033[1;2P
1706603282.512862 xterm-kitty  86: kf14: (string) \\033[1;2Q
1706603282.512863 xterm-kitty  87: kf15: (string) \\033[13;2~
1706603282.512865 xterm-kitty  88: kf16: (string) \\033[1;2S
1706603282.512866 xterm-kitty  89: kf17: (string) \\033[15;2~
1706603282.512868 xterm-kitty  90: kf18: (string) \\033[17;2~
1706603282.512869 xterm-kitty  91: kf19: (string) \\033[18;2~
1706603282.512870 xterm-kitty  92: kf2: (string) \\033OQ
1706603282.512872 xterm-kitty  93: kf20: (string) \\033[19;2~
1706603282.512873 xterm-kitty  94: kf21: (string) \\033[20;2~
1706603282.512875 xterm-kitty  95: kf22: (string) \\033[21;2~
1706603282.512876 xterm-kitty  96: kf23: (string) \\033[23;2~
1706603282.512877 xterm-kitty  97: kf24: (string) \\033[24;2~
1706603282.512879 xterm-kitty  98: kf25: (string) \\033[1;5P
1706603282.512880 xterm-kitty  99: kf26: (string) \\033[1;5Q
1706603282.512882 xterm-kitty 100: kf27: (string) \\033[13;5~
1706603282.512883 xterm-kitty 101: kf28: (string) \\033[1;5S
1706603282.512884 xterm-kitty 102: kf29: (string) \\033[15;5~
1706603282.512886 xterm-kitty 103: kf3: (string) \\033OR
1706603282.512887 xterm-kitty 104: kf30: (string) \\033[17;5~
1706603282.512889 xterm-kitty 105: kf31: (string) \\033[18;5~
1706603282.512890 xterm-kitty 106: kf32: (string) \\033[19;5~
1706603282.512891 xterm-kitty 107: kf33: (string) \\033[20;5~
1706603282.512893 xterm-kitty 108: kf34: (string) \\033[21;5~
1706603282.512894 xterm-kitty 109: kf35: (string) \\033[23;5~
1706603282.512896 xterm-kitty 110: kf36: (string) \\033[24;5~
1706603282.512897 xterm-kitty 111: kf37: (string) \\033[1;6P
1706603282.512898 xterm-kitty 112: kf38: (string) \\033[1;6Q
1706603282.512900 xterm-kitty 113: kf39: (string) \\033[13;6~
1706603282.512901 xterm-kitty 114: kf4: (string) \\033OS
1706603282.512903 xterm-kitty 115: kf40: (string) \\033[1;6S
1706603282.512904 xterm-kitty 116: kf41: (string) \\033[15;6~
1706603282.512905 xterm-kitty 117: kf42: (string) \\033[17;6~
1706603282.512907 xterm-kitty 118: kf43: (string) \\033[18;6~
1706603282.512908 xterm-kitty 119: kf44: (string) \\033[19;6~
1706603282.512910 xterm-kitty 120: kf45: (string) \\033[20;6~
1706603282.512911 xterm-kitty 121: kf46: (string) \\033[21;6~
1706603282.512912 xterm-kitty 122: kf47: (string) \\033[23;6~
1706603282.512914 xterm-kitty 123: kf48: (string) \\033[24;6~
1706603282.512915 xterm-kitty 124: kf49: (string) \\033[1;3P
1706603282.512917 xterm-kitty 125: kf5: (string) \\033[15~
1706603282.512918 xterm-kitty 126: kf50: (string) \\033[1;3Q
1706603282.512921 xterm-kitty 127: kf51: (string) \\033[13;3~
1706603282.512923 xterm-kitty 128: kf52: (string) \\033[1;3S
1706603282.512924 xterm-kitty 129: kf53: (string) \\033[15;3~
1706603282.512926 xterm-kitty 130: kf54: (string) \\033[17;3~
1706603282.512927 xterm-kitty 131: kf55: (string) \\033[18;3~
1706603282.512929 xterm-kitty 132: kf56: (string) \\033[19;3~
1706603282.512930 xterm-kitty 133: kf57: (string) \\033[20;3~
1706603282.512932 xterm-kitty 134: kf58: (string) \\033[21;3~
1706603282.512933 xterm-kitty 135: kf59: (string) \\033[23;3~
1706603282.512935 xterm-kitty 136: kf6: (string) \\033[17~
1706603282.512936 xterm-kitty 137: kf60: (string) \\033[24;3~
1706603282.512938 xterm-kitty 138: kf61: (string) \\033[1;4P
1706603282.512939 xterm-kitty 139: kf62: (string) \\033[1;4Q
1706603282.512940 xterm-kitty 140: kf63: (string) \\033[13;4~
1706603282.512942 xterm-kitty 141: kf7: (string) \\033[18~
1706603282.512943 xterm-kitty 142: kf8: (string) \\033[19~
1706603282.512945 xterm-kitty 143: kf9: (string) \\033[20~
1706603282.512946 xterm-kitty 144: kHOM: (string) \\033[1;2H
1706603282.512948 xterm-kitty 145: kHOM3: (string) \\033[1;3H
1706603282.512949 xterm-kitty 146: kHOM4: (string) \\033[1;4H
1706603282.512950 xterm-kitty 147: kHOM5: (string) \\033[1;5H
1706603282.512952 xterm-kitty 148: kHOM6: (string) \\033[1;6H
1706603282.512953 xterm-kitty 149: kHOM7: (string) \\033[1;7H
1706603282.512955 xterm-kitty 150: khome: (string) \\033OH
1706603282.512956 xterm-kitty 151: kIC: (string) \\033[2;2~
1706603282.512958 xterm-kitty 152: kIC3: (string) \\033[2;3~
1706603282.512959 xterm-kitty 153: kIC4: (string) \\033[2;4~
1706603282.512960 xterm-kitty 154: kIC5: (string) \\033[2;5~
1706603282.512962 xterm-kitty 155: kIC6: (string) \\033[2;6~
1706603282.512963 xterm-kitty 156: kIC7: (string) \\033[2;7~
1706603282.512965 xterm-kitty 157: kich1: (string) \\033[2~
1706603282.512966 xterm-kitty 158: kind: (string) \\033[1;2B
1706603282.512967 xterm-kitty 159: kLFT: (string) \\033[1;2D
1706603282.512969 xterm-kitty 160: kLFT3: (string) \\033[1;3D
1706603282.512970 xterm-kitty 161: kLFT4: (string) \\033[1;4D
1706603282.512972 xterm-kitty 162: kLFT5: (string) \\033[1;5D
1706603282.512973 xterm-kitty 163: kLFT6: (string) \\033[1;6D
1706603282.512975 xterm-kitty 164: kLFT7: (string) \\033[1;7D
1706603282.512976 xterm-kitty 165: kmous: (string) \\033[M
1706603282.512977 xterm-kitty 166: knp: (string) \\033[6~
1706603282.512979 xterm-kitty 167: kNXT: (string) \\033[6;2~
1706603282.512980 xterm-kitty 168: kNXT3: (string) \\033[6;3~
1706603282.512982 xterm-kitty 169: kNXT4: (string) \\033[6;4~
1706603282.512983 xterm-kitty 170: kNXT5: (string) \\033[6;5~
1706603282.512984 xterm-kitty 171: kNXT6: (string) \\033[6;6~
1706603282.512986 xterm-kitty 172: kNXT7: (string) \\033[6;7~
1706603282.512987 xterm-kitty 173: kpp: (string) \\033[5~
1706603282.512989 xterm-kitty 174: kPRV: (string) \\033[5;2~
1706603282.512990 xterm-kitty 175: kPRV3: (string) \\033[5;3~
1706603282.512991 xterm-kitty 176: kPRV4: (string) \\033[5;4~
1706603282.512993 xterm-kitty 177: kPRV5: (string) \\033[5;5~
1706603282.512994 xterm-kitty 178: kPRV6: (string) \\033[5;6~
1706603282.512996 xterm-kitty 179: kPRV7: (string) \\033[5;7~
1706603282.512997 xterm-kitty 180: kri: (string) \\033[1;2A
1706603282.512999 xterm-kitty 181: kRIT: (string) \\033[1;2C
1706603282.513000 xterm-kitty 182: kRIT3: (string) \\033[1;3C
1706603282.513002 xterm-kitty 183: kRIT4: (string) \\033[1;4C
1706603282.513003 xterm-kitty 184: kRIT5: (string) \\033[1;5C
1706603282.513005 xterm-kitty 185: kRIT6: (string) \\033[1;6C
1706603282.513006 xterm-kitty 186: kRIT7: (string) \\033[1;7C
1706603282.513008 xterm-kitty 187: kUP: (string) \\033[1;2A
1706603282.513009 xterm-kitty 188: kUP3: (string) \\033[1;3A
1706603282.513010 xterm-kitty 189: kUP4: (string) \\033[1;4A
1706603282.513012 xterm-kitty 190: kUP5: (string) \\033[1;5A
1706603282.513013 xterm-kitty 191: kUP6: (string) \\033[1;6A
1706603282.513015 xterm-kitty 192: kUP7: (string) \\033[1;7A
1706603282.513016 xterm-kitty 193: Ms: (string) \\033]52;%p1%s;%p2%s\\a
1706603282.513018 xterm-kitty 194: Nobr: [missing]
1706603282.513020 xterm-kitty 195: ol: [missing]
1706603282.513021 xterm-kitty 196: op: (string) \\033[39;49m
1706603282.513022 xterm-kitty 197: Rect: [missing]
1706603282.513024 xterm-kitty 198: rev: (string) \\033[7m
1706603282.513025 xterm-kitty 199: RGB: [missing]
1706603282.513027 xterm-kitty 200: ri: (string) \\033M
1706603282.513028 xterm-kitty 201: rin: (string) \\033[%p1%dT
1706603282.513030 xterm-kitty 202: rmacs: (string) \\033(B
1706603282.513031 xterm-kitty 203: rmcup: (string) \\033[?1049l
1706603282.513033 xterm-kitty 204: rmkx: (string) \\033[?1l
1706603282.513034 xterm-kitty 205: Se: (string) \\033[2 q
1706603282.513036 xterm-kitty 206: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1706603282.513038 xterm-kitty 207: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1706603282.513039 xterm-kitty 208: setal: [missing]
1706603282.513041 xterm-kitty 209: setrgbb: (string) \\033[48:2:%p1%d:%p2%d:%p3%dm
1706603282.513043 xterm-kitty 210: setrgbf: (string) \\033[38:2:%p1%d:%p2%d:%p3%dm
1706603282.513045 xterm-kitty 211: Setulc: (string) \\033[58:2:%p1%{65536}%/%d:%p1%{256}%/%{255}%&%d:%p1%{255}%&%d%;m
1706603282.513046 xterm-kitty 212: Setulc1: [missing]
1706603282.513048 xterm-kitty 213: sgr0: (string) \\033(B\\033[m
1706603282.513049 xterm-kitty 214: sitm: (string) \\033[3m
1706603282.513051 xterm-kitty 215: smacs: (string) \\033(0
1706603282.513052 xterm-kitty 216: smcup: (string) \\033[?1049h
1706603282.513054 xterm-kitty 217: smkx: (string) \\033[?1h
1706603282.513055 xterm-kitty 218: Smol: [missing]
1706603282.513056 xterm-kitty 219: smso: (string) \\033[7m
1706603282.513058 xterm-kitty 220: smul: (string) \\033[4m
1706603282.513059 xterm-kitty 221: Smulx: (string) \\033[4:%p1%dm
1706603282.513061 xterm-kitty 222: smxx: (string) \\033[9m
1706603282.513062 xterm-kitty 223: Sxl: [missing]
1706603282.513064 xterm-kitty 224: Ss: (string) \\033[%p1%d q
1706603282.513065 xterm-kitty 225: Swd: [missing]
1706603282.513067 xterm-kitty 226: Sync: (string) \\033P=%p1%ds\\033\\\\
1706603282.513068 xterm-kitty 227: Tc: (flag) true
1706603282.513070 xterm-kitty 228: tsl: (string) \\033]0;
1706603282.513071 xterm-kitty 229: U8: [missing]
1706603282.513073 xterm-kitty 230: vpa: (string) \\033[%i%p1%dd
1706603282.513074 xterm-kitty 231: XT: [missing]
1706603282.513080 /dev/pts/1: \033[?1049h
1706603282.513082 /dev/pts/1: \033[?1h
1706603282.513083 /dev/pts/1: \033[H\033[2J
1706603282.513085 /dev/pts/1: using UTF-8 for ACS
1706603282.513086 /dev/pts/1: \033[?12h\033[?25h
1706603282.513088 /dev/pts/1: \033[?1000l\033[?1002l\033[?1003l
1706603282.513089 /dev/pts/1: \033[?1006l\033[?1005l
1706603282.513090 /dev/pts/1: \033[?2004h
1706603282.513092 /dev/pts/1: \033(B\033[m
1706603282.513094 /dev/pts/1: \033[?12h\033[?25h
1706603282.513095 /dev/pts/1: current mode ALL
1706603282.513096 /dev/pts/1: setting mode CURSOR
1706603282.513098 /dev/pts/1: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1706603282.513103 /dev/pts/1: \033[1;1H
1706603282.513105 /dev/pts/1: \033[1;54r
1706603282.513108 new key \033[1;2P: 0x40000010e195 (S-F1)
1706603282.513109 new key \033[1;3P: 0x810000010e195 (M-F1[I])
1706603282.513111 new key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1706603282.513113 new key \033[1;5P: 0x20000010e195 (C-F1)
1706603282.513114 new key \033[1;6P: 0x60000010e195 (C-S-F1)
1706603282.513116 new key \033[1;7P: 0x830000010e195 (C-M-F1[I])
1706603282.513117 new key \033[1;8P: 0x870000010e195 (C-M-S-F1[I])
1706603282.513119 new key \033[1;9P: 0x810000010e195 (M-F1[I])
1706603282.513120 new key \033O1;2P: 0x40000010e195 (S-F1)
1706603282.513122 new key \033O1;3P: 0x810000010e195 (M-F1[I])
1706603282.513124 new key \033O1;4P: 0x850000010e195 (M-S-F1[I])
1706603282.513125 new key \033O1;5P: 0x20000010e195 (C-F1)
1706603282.513126 new key \033O1;6P: 0x60000010e195 (C-S-F1)
1706603282.513128 new key \033O1;7P: 0x830000010e195 (C-M-F1[I])
1706603282.513129 new key \033O1;8P: 0x870000010e195 (C-M-S-F1[I])
1706603282.513132 new key \033O1;9P: 0x810000010e195 (M-F1[I])
1706603282.513133 new key \033O2P: 0x40000010e195 (S-F1)
1706603282.513135 new key \033O3P: 0x810000010e195 (M-F1[I])
1706603282.513136 new key \033O4P: 0x850000010e195 (M-S-F1[I])
1706603282.513138 new key \033O5P: 0x20000010e195 (C-F1)
1706603282.513139 new key \033O6P: 0x60000010e195 (C-S-F1)
1706603282.513141 new key \033O7P: 0x830000010e195 (C-M-F1[I])
1706603282.513142 new key \033O8P: 0x870000010e195 (C-M-S-F1[I])
1706603282.513144 new key \033O9P: 0x810000010e195 (M-F1[I])
1706603282.513145 new key \033[1;2Q: 0x40000010e196 (S-F2)
1706603282.513147 new key \033[1;3Q: 0x810000010e196 (M-F2[I])
1706603282.513148 new key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1706603282.513150 new key \033[1;5Q: 0x20000010e196 (C-F2)
1706603282.513151 new key \033[1;6Q: 0x60000010e196 (C-S-F2)
1706603282.513153 new key \033[1;7Q: 0x830000010e196 (C-M-F2[I])
1706603282.513154 new key \033[1;8Q: 0x870000010e196 (C-M-S-F2[I])
1706603282.513156 new key \033[1;9Q: 0x810000010e196 (M-F2[I])
1706603282.513157 new key \033O1;2Q: 0x40000010e196 (S-F2)
1706603282.513159 new key \033O1;3Q: 0x810000010e196 (M-F2[I])
1706603282.513160 new key \033O1;4Q: 0x850000010e196 (M-S-F2[I])
1706603282.513162 new key \033O1;5Q: 0x20000010e196 (C-F2)
1706603282.513163 new key \033O1;6Q: 0x60000010e196 (C-S-F2)
1706603282.513165 new key \033O1;7Q: 0x830000010e196 (C-M-F2[I])
1706603282.513166 new key \033O1;8Q: 0x870000010e196 (C-M-S-F2[I])
1706603282.513168 new key \033O1;9Q: 0x810000010e196 (M-F2[I])
1706603282.513169 new key \033O2Q: 0x40000010e196 (S-F2)
1706603282.513171 new key \033O3Q: 0x810000010e196 (M-F2[I])
1706603282.513172 new key \033O4Q: 0x850000010e196 (M-S-F2[I])
1706603282.513174 new key \033O5Q: 0x20000010e196 (C-F2)
1706603282.513175 new key \033O6Q: 0x60000010e196 (C-S-F2)
1706603282.513177 new key \033O7Q: 0x830000010e196 (C-M-F2[I])
1706603282.513178 new key \033O8Q: 0x870000010e196 (C-M-S-F2[I])
1706603282.513180 new key \033O9Q: 0x810000010e196 (M-F2[I])
1706603282.513181 new key \033[1;2R: 0x40000010e197 (S-F3)
1706603282.513183 new key \033[1;3R: 0x810000010e197 (M-F3[I])
1706603282.513184 new key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1706603282.513186 new key \033[1;5R: 0x20000010e197 (C-F3)
1706603282.513187 new key \033[1;6R: 0x60000010e197 (C-S-F3)
1706603282.513189 new key \033[1;7R: 0x830000010e197 (C-M-F3[I])
1706603282.513190 new key \033[1;8R: 0x870000010e197 (C-M-S-F3[I])
1706603282.513192 new key \033[1;9R: 0x810000010e197 (M-F3[I])
1706603282.513193 new key \033O1;2R: 0x40000010e197 (S-F3)
1706603282.513195 new key \033O1;3R: 0x810000010e197 (M-F3[I])
1706603282.513196 new key \033O1;4R: 0x850000010e197 (M-S-F3[I])
1706603282.513198 new key \033O1;5R: 0x20000010e197 (C-F3)
1706603282.513199 new key \033O1;6R: 0x60000010e197 (C-S-F3)
1706603282.513201 new key \033O1;7R: 0x830000010e197 (C-M-F3[I])
1706603282.513202 new key \033O1;8R: 0x870000010e197 (C-M-S-F3[I])
1706603282.513204 new key \033O1;9R: 0x810000010e197 (M-F3[I])
1706603282.513205 new key \033O2R: 0x40000010e197 (S-F3)
1706603282.513207 new key \033O3R: 0x810000010e197 (M-F3[I])
1706603282.513208 new key \033O4R: 0x850000010e197 (M-S-F3[I])
1706603282.513210 new key \033O5R: 0x20000010e197 (C-F3)
1706603282.513211 new key \033O6R: 0x60000010e197 (C-S-F3)
1706603282.513213 new key \033O7R: 0x830000010e197 (C-M-F3[I])
1706603282.513214 new key \033O8R: 0x870000010e197 (C-M-S-F3[I])
1706603282.513216 new key \033O9R: 0x810000010e197 (M-F3[I])
1706603282.513217 new key \033[1;2S: 0x40000010e198 (S-F4)
1706603282.513219 new key \033[1;3S: 0x810000010e198 (M-F4[I])
1706603282.513221 new key \033[1;4S: 0x850000010e198 (M-S-F4[I])
1706603282.513222 new key \033[1;5S: 0x20000010e198 (C-F4)
1706603282.513223 new key \033[1;6S: 0x60000010e198 (C-S-F4)
1706603282.513225 new key \033[1;7S: 0x830000010e198 (C-M-F4[I])
1706603282.513227 new key \033[1;8S: 0x870000010e198 (C-M-S-F4[I])
1706603282.513228 new key \033[1;9S: 0x810000010e198 (M-F4[I])
1706603282.513230 new key \033O1;2S: 0x40000010e198 (S-F4)
1706603282.513232 new key \033O1;3S: 0x810000010e198 (M-F4[I])
1706603282.513234 new key \033O1;4S: 0x850000010e198 (M-S-F4[I])
1706603282.513235 new key \033O1;5S: 0x20000010e198 (C-F4)
1706603282.513237 new key \033O1;6S: 0x60000010e198 (C-S-F4)
1706603282.513238 new key \033O1;7S: 0x830000010e198 (C-M-F4[I])
1706603282.513240 new key \033O1;8S: 0x870000010e198 (C-M-S-F4[I])
1706603282.513241 new key \033O1;9S: 0x810000010e198 (M-F4[I])
1706603282.513243 new key \033O2S: 0x40000010e198 (S-F4)
1706603282.513244 new key \033O3S: 0x810000010e198 (M-F4[I])
1706603282.513246 new key \033O4S: 0x850000010e198 (M-S-F4[I])
1706603282.513247 new key \033O5S: 0x20000010e198 (C-F4)
1706603282.513249 new key \033O6S: 0x60000010e198 (C-S-F4)
1706603282.513250 new key \033O7S: 0x830000010e198 (C-M-F4[I])
1706603282.513252 new key \033O8S: 0x870000010e198 (C-M-S-F4[I])
1706603282.513253 new key \033O9S: 0x810000010e198 (M-F4[I])
1706603282.513255 new key \033[15;2~: 0x40000010e199 (S-F5)
1706603282.513256 new key \033[15;3~: 0x810000010e199 (M-F5[I])
1706603282.513258 new key \033[15;4~: 0x850000010e199 (M-S-F5[I])
1706603282.513260 new key \033[15;5~: 0x20000010e199 (C-F5)
1706603282.513261 new key \033[15;6~: 0x60000010e199 (C-S-F5)
1706603282.513263 new key \033[15;7~: 0x830000010e199 (C-M-F5[I])
1706603282.513265 new key \033[15;8~: 0x870000010e199 (C-M-S-F5[I])
1706603282.513266 new key \033[15;9~: 0x810000010e199 (M-F5[I])
1706603282.513268 new key \033[17;2~: 0x40000010e19a (S-F6)
1706603282.513269 new key \033[17;3~: 0x810000010e19a (M-F6[I])
1706603282.513271 new key \033[17;4~: 0x850000010e19a (M-S-F6[I])
1706603282.513272 new key \033[17;5~: 0x20000010e19a (C-F6)
1706603282.513274 new key \033[17;6~: 0x60000010e19a (C-S-F6)
1706603282.513275 new key \033[17;7~: 0x830000010e19a (C-M-F6[I])
1706603282.513277 new key \033[17;8~: 0x870000010e19a (C-M-S-F6[I])
1706603282.513278 new key \033[17;9~: 0x810000010e19a (M-F6[I])
1706603282.513280 new key \033[18;2~: 0x40000010e19b (S-F7)
1706603282.513282 new key \033[18;3~: 0x810000010e19b (M-F7[I])
1706603282.513283 new key \033[18;4~: 0x850000010e19b (M-S-F7[I])
1706603282.513285 new key \033[18;5~: 0x20000010e19b (C-F7)
1706603282.513286 new key \033[18;6~: 0x60000010e19b (C-S-F7)
1706603282.513288 new key \033[18;7~: 0x830000010e19b (C-M-F7[I])
1706603282.513289 new key \033[18;8~: 0x870000010e19b (C-M-S-F7[I])
1706603282.513291 new key \033[18;9~: 0x810000010e19b (M-F7[I])
1706603282.513293 new key \033[19;2~: 0x40000010e19c (S-F8)
1706603282.513294 new key \033[19;3~: 0x810000010e19c (M-F8[I])
1706603282.513296 new key \033[19;4~: 0x850000010e19c (M-S-F8[I])
1706603282.513297 new key \033[19;5~: 0x20000010e19c (C-F8)
1706603282.513299 new key \033[19;6~: 0x60000010e19c (C-S-F8)
1706603282.513300 new key \033[19;7~: 0x830000010e19c (C-M-F8[I])
1706603282.513302 new key \033[19;8~: 0x870000010e19c (C-M-S-F8[I])
1706603282.513303 new key \033[19;9~: 0x810000010e19c (M-F8[I])
1706603282.513305 new key \033[20;2~: 0x40000010e19d (S-F9)
1706603282.513306 new key \033[20;3~: 0x810000010e19d (M-F9[I])
1706603282.513308 new key \033[20;4~: 0x850000010e19d (M-S-F9[I])
1706603282.513309 new key \033[20;5~: 0x20000010e19d (C-F9)
1706603282.513311 new key \033[20;6~: 0x60000010e19d (C-S-F9)
1706603282.513312 new key \033[20;7~: 0x830000010e19d (C-M-F9[I])
1706603282.513314 new key \033[20;8~: 0x870000010e19d (C-M-S-F9[I])
1706603282.513316 new key \033[20;9~: 0x810000010e19d (M-F9[I])
1706603282.513317 new key \033[21;2~: 0x40000010e19e (S-F10)
1706603282.513319 new key \033[21;3~: 0x810000010e19e (M-F10[I])
1706603282.513320 new key \033[21;4~: 0x850000010e19e (M-S-F10[I])
1706603282.513322 new key \033[21;5~: 0x20000010e19e (C-F10)
